id,conflict_class,alt_raw,base_raw,alt_digits,base_digits,alt_digit_len,base_digit_len,alt_confidence,base_confidence,confidence_diff,confidence_gap,higher_confidence_side
08f264d8dc6c13b603bcc88818af0555,alt_only,"[""+16158734517""]",,16158734517,"",11,0,0.9963,1.0,-0.0037,0.0037,base
08f2664c1ac147b303398c7666393849,alt_only,"[""+13124630331""]",,13124630331,"",11,0,0.9963,1.0,-0.0037,0.0037,base
08f26c80e668a31403ae0dccda17e22d,alt_only,"[""+14693701836""]",,14693701836,"",11,0,0.9963,1.0,-0.0037,0.0037,base
08f44d980616a50b03384bab50f545d3,alt_only,"[""+18282546329""]",,18282546329,"",11,0,0.9963,1.0,-0.0037,0.0037,base
08f464958698c96b0343cd929747dd7b,alt_only,"[""+18082363898""]",,18082363898,"",11,0,0.9963,1.0,-0.0037,0.0037,base
08f489c0023980760336670786015d89,alt_only,"[""+12105162017""]",,12105162017,"",11,0,0.9963,1.0,-0.0037,0.0037,base
08f260e2096121120300fe38e9d19185,alt_only,"[""+14024935807""]",,14024935807,"",11,0,0.9979,1.0,-0.0021,0.0021,base
281474977374045,alt_only,"[""6034248245""]",,6034248245,"",10,0,0.77,0.77,0.0,0.0,tied
281474979747202,alt_only,"[""7819320076""]",,7819320076,"",10,0,0.77,0.77,0.0,0.0,tied
08f48e5b656d2c2303257e206ee3119d,base_only,,"[""662 289 1900""]","",6622891900,0,10,0.2867,1.0,-0.7133,0.7133,base
08fa8ad122d95199039a81da5b67ba82,base_only,,"[""(35) 3722-1514""]","",3537221514,0,10,0.3942,1.0,-0.6058,0.6058,base
08f2f5a155ced52403bfcfc20b6072c4,base_only,,"[""043-463-6651""]","",0434636651,0,10,0.481,1.0,-0.519,0.519,base
08f2f5aa91d808f303baa5e8aa5462ce,base_only,,"[""047-327-0660""]","",0473270660,0,10,0.481,1.0,-0.519,0.519,base
08f450a1b2d1300a0300a91979dbc1c8,base_only,,"[""984 873 1031""]","",9848731031,0,10,0.481,1.0,-0.519,0.519,base
08f274dac432a46d0350a0c30ee88636,base_only,,"[""(248) 623-3600""]","",2486233600,0,10,0.6214,1.0,-0.3786,0.3786,base
08f2aae57264c5180369377f2f5e3d4a,base_only,,"[""(717) 263-5434""]","",7172635434,0,10,0.6214,1.0,-0.3786,0.3786,base
08f2f5a0d1c9ab24033c27c71bfee905,base_only,,"[""0297-58-6767""]","",0297586767,0,10,0.6214,1.0,-0.3786,0.3786,base
08fb9168289114c2032dab89f5367bef,base_only,,"[""(08) 8293 5366""]","",0882935366,0,10,0.6214,1.0,-0.3786,0.3786,base
08f2e614569a86580306294dc87fd829,base_only,,"[""+81752111215""]","",81752111215,0,11,0.6214,0.9645,-0.3431,0.3431,base
08f2a95633c2bb9003cff09de0014d1e,base_only,,"[""6143372200""]","",6143372200,0,10,0.481,0.77,-0.289,0.289,base
08f19529a04450ce03f4b74fa2157fcd,base_only,,"[""028 9151 7817""]","",02891517817,0,11,0.77,1.0,-0.23,0.23,base
08f1e037ac61a06603d8c3cb00ff9a6b,base_only,,"[""06 30 411 1535""]","",06304111535,0,11,0.77,1.0,-0.23,0.23,base
08f424927109622803649838ac7eb6a2,base_only,,"[""091180 01200""]","",09118001200,0,11,0.77,1.0,-0.23,0.23,base
08f39440da903472032498aa261a5743,base_only,,"[""937 47 36 18""]","",937473618,0,9,0.7928,1.0,-0.2072,0.2072,base
08f650512ab02c2603d39e8e6b9c914a,base_only,,"[""+601119990378""]","",601119990378,0,12,0.481,0.2869,0.1942,0.1942,alt
08f195cacc4a555003fe8e0897317627,base_only,,"[""02476608100""]","",02476608100,0,11,0.77,0.77,0.0,0.0,tied
08f2a1340ea313910338f0d15a4b7f1f,base_only,,"[""8566388170""]","",8566388170,0,10,0.77,0.77,0.0,0.0,tied
08f42c28e6d9658c03ffd85b2292fe54,base_only,,"[""09904988939""]","",09904988939,0,11,0.77,0.77,0.0,0.0,tied
08f11aa78c7ad0e5034e75b4b7abd882,true_conflict,"[""+74993942724""]","[""8 (495) 953-12-14""]",74993942724,84959531214,11,11,0.2009,1.0,-0.7991,0.7991,base
08fa96e0d31aaa0003dff57d6d7652d6,true_conflict,"[""+543624450065""]","[""03722 45-0065""]",543624450065,03722450065,12,11,0.2009,1.0,-0.7991,0.7991,base
08f1fb42c24620c5034d202923cfa396,true_conflict,"[""+33682384940""]","[""01 60 27 12 84""]",33682384940,0160271284,11,10,0.2315,1.0,-0.7685,0.7685,base
08f2a956ac1630aa03e6d4de8f9c3db5,true_conflict,"[""+61489034933""]","[""(614) 890-3493""]",61489034933,6148903493,11,10,0.2315,1.0,-0.7685,0.7685,base
08fa81008c25d6b2034056ee927c5840,true_conflict,"[""+5511972918588""]","[""(11) 2269-0030""]",5511972918588,1122690030,13,10,0.2315,1.0,-0.7685,0.7685,base
08f3f6155adb4800030ff0e1a6f584ea,true_conflict,"[""+904446262""]","[""(0258) 374 02 58""]",904446262,02583740258,9,11,0.2823,1.0,-0.7177,0.7177,base
08f1fb466291c8710318d6f00eca3f9d,true_conflict,"[""+33952548356""]","[""01 42 46 36 31""]",33952548356,0142463631,11,10,0.2867,1.0,-0.7133,0.7133,base
08f1fb5819858c0e03d5420cb6ec5b99,true_conflict,"[""+33656559724""]","[""09 82 28 72 03""]",33656559724,0982287203,11,10,0.2867,1.0,-0.7133,0.7133,base
08f2830c62ad92480302e79197e2c157,true_conflict,"[""+19259062000""]","[""(925) 555-5555""]",19259062000,9255555555,11,10,0.2867,1.0,-0.7133,0.7133,base
08f2aaab4d4c0d620325d61d2ce778c7,true_conflict,"[""+18003326858""]","[""(703) 440-1041""]",18003326858,7034401041,11,10,0.2867,1.0,-0.7133,0.7133,base
08f4994ad07746e8036df3a0d1fd3ccb,true_conflict,"[""+522226194404""]","[""222 237 8001""]",522226194404,2222378001,12,10,0.2867,1.0,-0.7133,0.7133,base
08f66e090c896d5d0364d4aefdf74788,true_conflict,"[""+573232176290""]","[""5713373303""]",573232176290,5713373303,12,10,0.2867,1.0,-0.7133,0.7133,base
08f806a3a6c1279103bd64ca153416f3,true_conflict,"[""+559632811302""]","[""(96) 3281-1861""]",559632811302,9632811861,12,10,0.2867,1.0,-0.7133,0.7133,base
08f9451db1964b96039e06921495c343,true_conflict,"[""+61889456402""]","[""(08) 9172 2062""]",61889456402,0891722062,11,10,0.2867,1.0,-0.7133,0.7133,base
08f2a33d337235160341eb36de1b0940,true_conflict,"[""+15088201600""]","[""(508) 624-9191""]",15088201600,5086249191,11,10,0.2869,1.0,-0.7131,0.7131,base
08f3c0acd08b018503aa77c1d93d56e0,true_conflict,"[""+919883841149""]","[""+918974947599""]",919883841149,918974947599,12,12,0.9446,0.2315,0.713,0.713,alt
08f1f916e27045180352f04913bc42cc,true_conflict,"[""+33155215840""]","[""+33825020020""]",33155215840,33825020020,11,11,0.2869,0.9837,-0.6969,0.6969,base
08f1e88cd5cb0735039d5d6c5e702596,true_conflict,"[""+390883565578""]","[""0883 885945""]",390883565578,0883885945,12,10,0.3942,1.0,-0.6058,0.6058,base
08f1f204d50c3a4a036f3e1b5e6bfa86,true_conflict,"[""+4520156198""]","[""23 60 37 08""]",4520156198,23603708,10,8,0.3942,1.0,-0.6058,0.6058,base
08f275cb024aa98d03ba3c30dd77717d,true_conflict,"[""+19207396971""]","[""(920) 221-7821""]",19207396971,9202217821,11,10,0.3942,1.0,-0.6058,0.6058,base
08f44a98cd3ad65803377d4d8047eaac,true_conflict,"[""+18009443405""]","[""(800) 928-2274""]",18009443405,8009282274,11,10,0.3942,1.0,-0.6058,0.6058,base
08fa811d50085918035e4047278248f0,true_conflict,"[""+551533296359""]","[""(15) 3329-6300""]",551533296359,1533296300,12,10,0.3942,1.0,-0.6058,0.6058,base
08f3da11a880352a03e1b552a441aa16,true_conflict,"[""+919382222227""]","[""+919315222227""]",919382222227,919315222227,12,12,0.3942,0.9649,-0.5708,0.5708,base
08f2a8472eb0372603d0a2542fe88cc8,true_conflict,"[""+18009443405""]","[""(800) 928-2274""]",18009443405,8009282274,11,10,0.481,1.0,-0.519,0.519,base
08f2ad619319c8d203917c31e8d4c6fe,true_conflict,"[""+19199240665""]","[""(919) 258-0459""]",19199240665,9192580459,11,10,0.481,1.0,-0.519,0.519,base
08f30d9a464a62c003c76c85072df561,true_conflict,"[""+81929625111""]","[""092-962-5511""]",81929625111,0929625511,11,10,0.481,1.0,-0.519,0.519,base
08f444381a58e79b03f8e497300cac10,true_conflict,"[""+16014425669""]","[""(601) 442-6858""]",16014425669,6014426858,11,10,0.481,1.0,-0.519,0.519,base
08f4446420bb12c003a28fe9807b4a7d,true_conflict,"[""+18004277247""]","[""(504) 533-6000""]",18004277247,5045336000,11,10,0.481,1.0,-0.519,0.519,base
08f44a9ba64f038d03c3e379ed796485,true_conflict,"[""+19788153778""]","[""(863) 547-1200""]",19788153778,8635471200,11,10,0.481,1.0,-0.519,0.519,base
08f44f01b002bae60364d7d499412a15,true_conflict,"[""+19042785048""]","[""(904) 264-8621""]",19042785048,9042648621,11,10,0.481,1.0,-0.519,0.519,base
08f6416c80c2e32d036ff9363f5eaa7c,true_conflict,"[""+66925597201""]","[""032 459 293""]",66925597201,032459293,11,9,0.481,1.0,-0.519,0.519,base
08f694ec021238e503021640506c6b62,true_conflict,"[""+639171923906""]","[""6324946159""]",639171923906,6324946159,12,10,0.481,1.0,-0.519,0.519,base
08fa810394ce9a0003eabeff0516b3b1,true_conflict,"[""+551139756418""]","[""(11) 3998-9853""]",551139756418,1139989853,12,10,0.481,1.0,-0.519,0.519,base
08fa81070968a62c03384b06a272951c,true_conflict,"[""+5511988375054""]","[""(11) 3437-7450""]",5511988375054,1134377450,13,10,0.481,1.0,-0.519,0.519,base
08fa813b222f2c1e03f7aca38bf90b4e,true_conflict,"[""+551932337525""]","[""(19) 3203-7525""]",551932337525,1932037525,12,10,0.481,1.0,-0.519,0.519,base
08fa85b26c28070403773a0e47277204,true_conflict,"[""+556536662067""]","[""(65) 3052-0088""]",556536662067,6530520088,12,10,0.481,1.0,-0.519,0.519,base
08fa88cdb3c607750347ea67c3c3113e,true_conflict,"[""+5531992575420""]","[""(31) 3277-2200""]",5531992575420,3132772200,13,10,0.481,1.0,-0.519,0.519,base
08fa8a0616ab368803d524b7aecb4297,true_conflict,"[""+5521980750888""]","[""(21) 2567-6036""]",5521980750888,2125676036,13,10,0.481,1.0,-0.519,0.519,base
08f186b6ca96aac003075fe4e8c7df44,true_conflict,"[""+33556389479""]","[""05 56 01 15 95""]",33556389479,0556011595,11,10,0.6214,1.0,-0.3786,0.3786,base
08f194814a0e6c5003fece081f4261a9,true_conflict,"[""+33769943314""]","[""07 61 43 89 06""]",33769943314,0761438906,11,10,0.6214,1.0,-0.3786,0.3786,base
08f1e2e22d4cc14003d9c0dc5f8789d0,true_conflict,"[""+48413788045""]","[""41 378 33 18""]",48413788045,413783318,11,9,0.6214,1.0,-0.3786,0.3786,base
08f1f8591a54d1a6035e577189f681fc,true_conflict,"[""+4968181010""]","[""04968 261880""]",4968181010,04968261880,10,11,0.6214,1.0,-0.3786,0.3786,base
08f1f9925a0102b40334fdcbede94f22,true_conflict,"[""+390309650455""]","[""030 965 6323""]",390309650455,0309656323,12,10,0.6214,1.0,-0.3786,0.3786,base
08f1fb432c6d432b030f6b6a47ed6ec0,true_conflict,"[""+33892353535""]","[""01 42 14 20 00""]",33892353535,0142142000,11,10,0.6214,1.0,-0.3786,0.3786,base
08f4995b8b14a09003421c303ebeea28,true_conflict,"[""+525553885883""]","[""55 5388 5758""]",525553885883,5553885758,12,10,0.6214,1.0,-0.3786,0.3786,base
08f4995b8d5a894e03e841aa316ed5a7,true_conflict,"[""+5215552636500""]","[""55 5318 9900""]",5215552636500,5553189900,13,10,0.6214,1.0,-0.3786,0.3786,base
08f64a40d6735b5a03952a0aab95b722,true_conflict,"[""+6635930651""]","[""035 245 144""]",6635930651,035245144,10,9,0.6214,1.0,-0.3786,0.3786,base
08fa8100e86e6075038ad329fbd24a96,true_conflict,"[""+551125379497""]","[""(11) 2537-9487""]",551125379497,1125379487,12,10,0.6214,1.0,-0.3786,0.3786,base
08f195e2017138a60344368b12283837,true_conflict,"[""+101982553608""]","[""03301230764""]",101982553608,03301230764,12,11,0.3942,0.77,-0.3758,0.3758,base
08f4143696230cde032dc140c3f02fba,true_conflict,"[""+84968964286""]","[""+8419007334""]",84968964286,8419007334,11,10,0.6311,0.2869,0.3443,0.3443,alt
08f1ef5104568ad603ef63e57f135953,true_conflict,"[""+38134723777""]","[""+38163623777""]",38134723777,38163623777,11,11,0.481,0.7928,-0.3118,0.3118,base
08f260d84244933003336dab587f799b,true_conflict,"[""+18007278924""]","[""5152569151""]",18007278924,5152569151,11,10,0.481,0.77,-0.289,0.289,base
08f195c3114b564803a190cead6e718d,true_conflict,"[""03456003934""]","[""0345 720 3040""]",03456003934,03457203040,11,11,0.77,1.0,-0.23,0.23,base
08f195d8f428020003c5e777be6c8dab,true_conflict,"[""01908984924""]","[""01908 103797""]",01908984924,01908103797,11,11,0.77,1.0,-0.23,0.23,base
08f1e15b0b2cbc5303c99047c56c8812,true_conflict,"[""0186943910""]","[""01 869439186090""]",0186943910,01869439186090,10,14,0.77,1.0,-0.23,0.23,base
08f1eb1929c8604503e5996883859eec,true_conflict,"[""3470455420""]","[""0586 793377""]",3470455420,0586793377,10,10,0.77,1.0,-0.23,0.23,base
08f1f1a732635ab303e43536cf885561,true_conflict,"[""040593551111""]","[""036602 519387""]",040593551111,036602519387,12,12,0.77,1.0,-0.23,0.23,base
08f1f8120960ecb603778517e167edf6,true_conflict,"[""075812020""]","[""04975 7174000""]",075812020,049757174000,9,12,0.77,1.0,-0.23,0.23,base
08f1f88745776ce2035b82c473f5455e,true_conflict,"[""06644036635""]","[""0699 10555820""]",06644036635,069910555820,11,12,0.77,1.0,-0.23,0.23,base
08f1f984020a6a4503aafa606b86ea48,true_conflict,"[""3497525429""]","[""333 442 7714""]",3497525429,3334427714,10,10,0.77,1.0,-0.23,0.23,base
08f1fa562dca17a403f1b942fafa18ea,true_conflict,"[""021813239""]","[""04921 823239""]",021813239,04921823239,9,11,0.77,1.0,-0.23,0.23,base
08f26244e52d929803ddae32e881cfd8,true_conflict,"[""2188417010""]","[""(218) 847-0332""]",2188417010,2188470332,10,10,0.77,1.0,-0.23,0.23,base
08f264626394cd4b030ac3f573c76061,true_conflict,"[""8444018500""]","[""(800) 432-1000""]",8444018500,8004321000,10,10,0.77,1.0,-0.23,0.23,base
08f2661b21895b210306896855369f9a,true_conflict,"[""2078747483""]","[""(317) 578-0543""]",2078747483,3175780543,10,10,0.77,1.0,-0.23,0.23,base
08f275802d4745a4036f3b1a815dd617,true_conflict,"[""8883402265""]","[""(888) 340-2285""]",8883402265,8883402285,10,10,0.77,1.0,-0.23,0.23,base
08f275997435e5300384496692e0a4e7,true_conflict,"[""2626191233""]","[""(262) 619-1231""]",2626191233,2626191231,10,10,0.77,1.0,-0.23,0.23,base
08f2884264903c5e035a2273b1a1c320,true_conflict,"[""2084546783""]","[""(208) 402-6089""]",2084546783,2084026089,10,10,0.77,1.0,-0.23,0.23,base
08f28d542c8d230903943451a3bc73cf,true_conflict,"[""2067552683""]","[""(206) 625-1255""]",2067552683,2066251255,10,10,0.77,1.0,-0.23,0.23,base
08f2986ab206c300039901e1848d8d8a,true_conflict,"[""7026572300""]","[""(702) 633-4282""]",7026572300,7026334282,10,10,0.77,1.0,-0.23,0.23,base
08f2a1005ec5b25103c6d1cfddf2e8a1,true_conflict,"[""9294602198""]","[""(718) 479-6200""]",9294602198,7184796200,10,10,0.77,1.0,-0.23,0.23,base
08f2a847353b36aa03aee699c7cd4a9c,true_conflict,"[""4126263259""]","[""(412) 362-0575""]",4126263259,4123620575,10,10,0.77,1.0,-0.23,0.23,base
08f2a94b5c82d0e903a60abf30eac71f,true_conflict,"[""4199333012""]","[""(419) 964-5380""]",4199333012,4199645380,10,10,0.77,1.0,-0.23,0.23,base
08f2a9c605b95b5b038d908ed5b8e134,true_conflict,"[""3042722500""]","[""(304) 522-9052""]",3042722500,3045229052,10,10,0.77,1.0,-0.23,0.23,base
08f2ab2c140c5d5103992fa68fe3e10f,true_conflict,"[""8334042672""]","[""(866) 544-6741""]",8334042672,8665446741,10,10,0.77,1.0,-0.23,0.23,base
08f2f5a201d8650503802c7aa2edad1b,true_conflict,"[""0570080284""]","[""048-813-6131""]",0570080284,0488136131,10,10,0.77,1.0,-0.23,0.23,base
08f344ca533ad7420397c7c967bcd5c0,true_conflict,"[""928988565""]","[""928 98 85 67""]",928988565,928988567,9,9,0.77,1.0,-0.23,0.23,base
08f3cf289319db8203da952b074967d0,true_conflict,"[""09426792001""]","[""1800 202 6161""]",09426792001,18002026161,11,11,0.77,1.0,-0.23,0.23,base
08f42c276614bad9031064c036045443,true_conflict,"[""09426792001""]","[""075739 19585""]",09426792001,07573919585,11,11,0.77,1.0,-0.23,0.23,base
08f441a5a3b7474903f72b79ec32b831,true_conflict,"[""8002421227""]","[""(863) 688-1188""]",8002421227,8636881188,10,10,0.77,1.0,-0.23,0.23,base
08f444c326cc569403f1cd91a79e2a49,true_conflict,"[""3186815282""]","[""(318) 681-1630""]",3186815282,3186811630,10,10,0.77,1.0,-0.23,0.23,base
08f44a132509095503d60cc369e28730,true_conflict,"[""9542171720""]","[""(954) 314-7001""]",9542171720,9543147001,10,10,0.77,1.0,-0.23,0.23,base
08f44a93a64e1cb6034a02ec987bd928,true_conflict,"[""8582554111""]","[""(858) 324-4111""]",8582554111,8583244111,10,10,0.77,1.0,-0.23,0.23,base
08f44dd545c0313303fc66e60e99f054,true_conflict,"[""8642012000""]","[""(864) 255-3775""]",8642012000,8642553775,10,10,0.77,1.0,-0.23,0.23,base
08f48932e69a12dd03d5671400e23b78,true_conflict,"[""9797329683""]","[""(979) 942-3365""]",9797329683,9799423365,10,10,0.77,1.0,-0.23,0.23,base
08f498ed76d5c9910311aee52ebc06bc,true_conflict,"[""4771044811""]","[""477 104 4700""]",4771044811,4771044700,10,10,0.77,1.0,-0.23,0.23,base
08f60312d529e7460304cf01a561255d,true_conflict,"[""09426792001""]","[""075739 19585""]",09426792001,07573919585,11,11,0.77,1.0,-0.23,0.23,base
08f6032b422038ae0397da951f43c58a,true_conflict,"[""09426792001""]","[""075739 19585""]",09426792001,07573919585,11,11,0.77,1.0,-0.23,0.23,base
08f608b0b3750ae1036f8d8ec9a9e6d2,true_conflict,"[""09426792001""]","[""1800 202 6161""]",09426792001,18002026161,11,11,0.77,1.0,-0.23,0.23,base
08f608e24e051caa038ebb5f04c7c953,true_conflict,"[""09426792001""]","[""020 6160 6161""]",09426792001,02061606161,11,11,0.77,1.0,-0.23,0.23,base
08f618925369418303e5a2240dc89c5b,true_conflict,"[""09426792001""]","[""075739 19585""]",09426792001,07573919585,11,11,0.77,1.0,-0.23,0.23,base
08f618c44a0de8b303ba82ea6c944963,true_conflict,"[""09426792001""]","[""075739 19585""]",09426792001,07573919585,11,11,0.77,1.0,-0.23,0.23,base
08f618c49a7528c003ccdd6a1e4805b9,true_conflict,"[""09426792001""]","[""075739 19585""]",09426792001,07573919585,11,11,0.77,1.0,-0.23,0.23,base
08fa8100ea3700da03371e2a51724c83,true_conflict,"[""1128324400""]","[""(11) 5054-9267""]",1128324400,1150549267,10,10,0.77,1.0,-0.23,0.23,base
08fa811635885780037babf1ddaa47d3,true_conflict,"[""19994007492""]","[""(19) 99264-7619""]",19994007492,19992647619,11,11,0.77,1.0,-0.23,0.23,base
08fa81394936b50c037616e54cbba05f,true_conflict,"[""08009792020""]","[""(19) 3876-0634""]",08009792020,1938760634,11,10,0.77,1.0,-0.23,0.23,base
08f1f1d48823204b0359a6c51b3c437f,true_conflict,"[""+493027576263""]","[""03027576541""]",493027576263,03027576541,12,11,0.9979,0.77,0.2279,0.2279,alt
08f2660d202340aa0316e3f6ed6136e5,true_conflict,"[""+18152050807""]","[""8155735855""]",18152050807,8155735855,11,10,0.9979,0.77,0.2279,0.2279,alt
08f28d4359675b9803b61810d1c1f565,true_conflict,"[""+14255295771""]","[""4254323352""]",14255295771,4254323352,11,10,0.9979,0.77,0.2279,0.2279,alt
08f2a10a912559580358a0682614eba3,true_conflict,"[""+15167965500""]","[""8772725787""]",15167965500,8772725787,11,10,0.9979,0.77,0.2279,0.2279,alt
08f4413c5b45680503c7a24935699dee,true_conflict,"[""+12392622000""]","[""2393944100""]",12392622000,2393944100,11,10,0.9979,0.77,0.2279,0.2279,alt
08f44a905e8dd14303c15a8283faa4b5,true_conflict,"[""+14072718518""]","[""6894445561""]",14072718518,6894445561,11,10,0.9979,0.77,0.2279,0.2279,alt
08f44c2011985b0e030204dcf297b66d,true_conflict,"[""+17063609400""]","[""7063030945""]",17063609400,7063030945,11,10,0.9979,0.77,0.2279,0.2279,alt
08f48ebb4851970903f9e70e6c491185,true_conflict,"[""+14807053230""]","[""8333467029""]",14807053230,8333467029,11,10,0.9979,0.77,0.2279,0.2279,alt
08fa8a078a2b1ca803aa5f70d531b12a,true_conflict,"[""+558007796761""]","[""08007732732""]",558007796761,08007732732,12,11,0.9979,0.77,0.2279,0.2279,alt
08f194655d62401d03ba5556da58e115,true_conflict,"[""+441642044638""]","[""01642673141""]",441642044638,01642673141,12,11,0.9963,0.77,0.2263,0.2263,alt
08f19591706c64da03129d164b8f37ea,true_conflict,"[""+448456008545""]","[""03330035883""]",448456008545,03330035883,12,11,0.9963,0.77,0.2263,0.2263,alt
08f195c0a02a5b1603f7b7d894823773,true_conflict,"[""+441902903966""]","[""01902851999""]",441902903966,01902851999,12,11,0.9963,0.77,0.2263,0.2263,alt
08f1ea4c402c36690356e3ca028ae6f9,true_conflict,"[""+390454500300""]","[""3516989156""]",390454500300,3516989156,12,10,0.9963,0.77,0.2263,0.2263,alt
08f1f1d48149303303581d063afa1b3a,true_conflict,"[""+49303449043""]","[""030344904344""]",49303449043,030344904344,11,12,0.9963,0.77,0.2263,0.2263,alt
08f264d133962a4d03f03f3066a92a36,true_conflict,"[""+16152485100""]","[""6157634518""]",16152485100,6157634518,11,10,0.9963,0.77,0.2263,0.2263,alt
08f266daddb24aaa03e644de71b831ee,true_conflict,"[""+18596297200""]","[""8592631280""]",18596297200,8592631280,11,10,0.9963,0.77,0.2263,0.2263,alt
08f2681a31808050037d5e7ecf9e1b01,true_conflict,"[""+13034433250""]","[""7209070926""]",13034433250,7209070926,11,10,0.9963,0.77,0.2263,0.2263,alt
08f26caa1bc29d99039ac2458f9731a3,true_conflict,"[""+18172705716""]","[""8172705838""]",18172705716,8172705838,11,10,0.9963,0.77,0.2263,0.2263,alt
08f2830821b736ce03f60c9e1b6174d5,true_conflict,"[""+14153300270""]","[""4153300290""]",14153300270,4153300290,11,10,0.9963,0.77,0.2263,0.2263,alt
08f2832144c15018033b04c5ec312b53,true_conflict,"[""+19169899217""]","[""9164580730""]",19169899217,9164580730,11,10,0.9963,0.77,0.2263,0.2263,alt
08f28d542cd40b7003f501913b0c950b,true_conflict,"[""+18445204806""]","[""8446129271""]",18445204806,8446129271,11,10,0.9963,0.77,0.2263,0.2263,alt
08f29a1baeb2832203e9d467f859f591,true_conflict,"[""+18058348742""]","[""8055770926""]",18058348742,8055770926,11,10,0.9963,0.77,0.2263,0.2263,alt
08f29a54c6cd42000358d225b83fe15b,true_conflict,"[""+19494492309""]","[""9497186900""]",19494492309,9497186900,11,10,0.9963,0.77,0.2263,0.2263,alt
08f2a10088af4caa038f9e6ea55b2119,true_conflict,"[""+18003171392""]","[""6466981800""]",18003171392,6466981800,11,10,0.9963,0.77,0.2263,0.2263,alt
08f2a12723b2a10903f71bb0370efb66,true_conflict,"[""+16102623930""]","[""6102629492""]",16102623930,6102629492,11,10,0.9963,0.77,0.2263,0.2263,alt
08f2a135a9a816a6031f842f52511bb1,true_conflict,"[""+12676214823""]","[""2159426625""]",12676214823,2159426625,11,10,0.9963,0.77,0.2263,0.2263,alt
08f2a13d500ec592038947279db72951,true_conflict,"[""+16094369525""]","[""6096551448""]",16094369525,6096551448,11,10,0.9963,0.77,0.2263,0.2263,alt
08f2a34c98322865039114f213a2ebe2,true_conflict,"[""+12074196229""]","[""2079983667""]",12074196229,2079983667,11,10,0.9963,0.77,0.2263,0.2263,alt
08f2a9560235585103d35ec2f4513b74,true_conflict,"[""+16142393254""]","[""6147597285""]",16142393254,6147597285,11,10,0.9963,0.77,0.2263,0.2263,alt
08f2aa86b586910c0373eccaa109df1d,true_conflict,"[""+15715694069""]","[""7033601045""]",15715694069,7033601045,11,10,0.9963,0.77,0.2263,0.2263,alt
08f2aac6c880490d0366d0ef3078177a,true_conflict,"[""+14106791000""]","[""4106791064""]",14106791000,4106791064,11,10,0.9963,0.77,0.2263,0.2263,alt
08f2ab174c13156b0390efabde69bef7,true_conflict,"[""+13307424426""]","[""3307424264""]",13307424426,3307424264,11,10,0.9963,0.77,0.2263,0.2263,alt
08f2f5aad652c94003665529a4a221a5,true_conflict,"[""+815017055665""]","[""0366667786""]",815017055665,0366667786,12,10,0.9963,0.77,0.2263,0.2263,alt
08f446ca8ebab52803cf5796bbf96a11,true_conflict,"[""+17134417465""]","[""7134412779""]",17134417465,7134412779,11,10,0.9963,0.77,0.2263,0.2263,alt
08f446d5a2010d8203f9b431b01c55a8,true_conflict,"[""+19367035200""]","[""8666833876""]",19367035200,8666833876,11,10,0.9963,0.77,0.2263,0.2263,alt
08f44eb2652a9ce603b0cd47cc2e14c8,true_conflict,"[""+12562904904""]","[""2565393896""]",12562904904,2565393896,11,10,0.9963,0.77,0.2263,0.2263,alt
08f48e96985051a6032d81e4eff8b7d7,true_conflict,"[""+16027821587""]","[""6022322295""]",16027821587,6022322295,11,10,0.9963,0.77,0.2263,0.2263,alt
08f48eba2a46c52d03481eadd18b4c17,true_conflict,"[""+14805078911""]","[""6026006462""]",14805078911,6026006462,11,10,0.9963,0.77,0.2263,0.2263,alt
08f29a5792d46a5d0335edaa218f3095,true_conflict,"[""+17142438572""]","[""8332608211""]",17142438572,8332608211,11,10,0.9919,0.77,0.2219,0.2219,alt
08f1f99c527b17940327753501f78574,true_conflict,"[""+39029102437""]","[""029102864""]",39029102437,029102864,11,9,0.9918,0.77,0.2218,0.2218,alt
08f2668b8579dc5a03afce7f390fe275,true_conflict,"[""+15024476177""]","[""5029955111""]",15024476177,5029955111,11,10,0.9918,0.77,0.2218,0.2218,alt
08f44aeaf2b02cec03fd06b92c412a87,true_conflict,"[""+18883166178""]","[""7722053888""]",18883166178,7722053888,11,10,0.9918,0.77,0.2218,0.2218,alt
08f489c18d31004403e2ab77ba15d941,true_conflict,"[""+12107947812""]","[""2107367722""]",12107947812,2107367722,11,10,0.9918,0.77,0.2218,0.2218,alt
08fbe8d81286d794032c375b025f9b00,true_conflict,"[""+61734169863""]","[""1800229283""]",61734169863,1800229283,11,10,0.9918,0.77,0.2218,0.2218,alt
08f1f02580711558032beb326920b8cf,true_conflict,"[""+494131220471""]","[""04131187875""]",494131220471,04131187875,12,11,0.9895,0.77,0.2195,0.2195,alt
08f2830d34545ca4038c8e20a0ba4015,true_conflict,"[""+19254474066""]","[""9258003937""]",19254474066,9258003937,11,10,0.9895,0.77,0.2195,0.2195,alt
08f2a1056c69624c03d36fc76df82335,true_conflict,"[""+12012655150""]","[""2019772251""]",12012655150,2019772251,11,10,0.9895,0.77,0.2195,0.2195,alt
08f441ab99d1e40903520592b478eaee,true_conflict,"[""+18009422502""]","[""7279422502""]",18009422502,7279422502,11,10,0.9895,0.77,0.2195,0.2195,alt
08f46482d0a8a4a90323ae59d69f7b7c,true_conflict,"[""+18086767566""]","[""8882926855""]",18086767566,8882926855,11,10,0.9895,0.77,0.2195,0.2195,alt
